Date,Bar Name,Brand Name,Consumed (ml)
2024-05-15,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-05-16,Poolside Bar,Chartreuse Herbal Liqueur,96.1
2024-05-17,Poolside Bar,Chartreuse Herbal Liqueur,37.0
2024-05-18,Poolside Bar,Chartreuse Herbal Liqueur,58.1
2024-05-19,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-05-20,Poolside Bar,Chartreuse Herbal Liqueur,47.6
2024-05-21,Poolside Bar,Chartreuse Herbal Liqueur,54.5
2024-05-22,Poolside Bar,Chartreuse Herbal Liqueur,58.6
2024-05-23,Poolside Bar,Chartreuse Herbal Liqueur,80.1
2024-05-24,Poolside Bar,Chartreuse Herbal Liqueur,65.5
2024-05-25,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-05-26,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-05-27,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-05-28,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-05-29,Poolside Bar,Chartreuse Herbal Liqueur,56.3
2024-05-30,Poolside Bar,Chartreuse Herbal Liqueur,56.9
2024-05-31,Poolside Bar,Chartreuse Herbal Liqueur,50.3
2024-06-01,Poolside Bar,Chartreuse Herbal Liqueur,65.9
2024-06-02,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-06-03,Poolside Bar,Chartreuse Herbal Liqueur,86.0
2024-06-04,Poolside Bar,Chartreuse Herbal Liqueur,44.8
2024-06-05,Poolside Bar,Chartreuse Herbal Liqueur,32.3
2024-06-06,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-06-07,Poolside Bar,Chartreuse Herbal Liqueur,76.6
2024-06-08,Poolside Bar,Chartreuse Herbal Liqueur,65.0
2024-06-09,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-06-10,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-06-11,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-06-12,Poolside Bar,Chartreuse Herbal Liqueur,135.4
2024-06-13,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-06-14,Poolside Bar,Chartreuse Herbal Liqueur,3.7
2024-06-15,Poolside Bar,Chartreuse Herbal Liqueur,6.3
2024-06-16,Poolside Bar,Chartreuse Herbal Liqueur,0.0
2024-06-17,Poolside Bar,Chartreuse Herbal Liqueur,22.4
2024-06-18,Poolside Bar,Chartreuse Herbal Liqueur,19.5
2024-06-19,Poolside Bar,Chartreuse Herbal Liqueur,36.8
2024-06-20,Poolside Bar,Chartreuse Herbal Liqueur,34.4
2024-06-21,Poolside Bar,Chartreuse Herbal Liqueur,61.1
2024-06-22,Poolside Bar,Chartreuse Herbal Liqueur,106.6
2024-06-23,Poolside Bar,Chartreuse Herbal Liqueur,45.5
2024-06-24,Poolside Bar,Chartreuse Herbal Liqueur,138.7
2024-06-25,Poolside Bar,Chartreuse Herbal Liqueur,112.1
2024-06-26,Poolside Bar,Chartreuse Herbal Liqueur,100.1
2024-06-27,Poolside Bar,Chartreuse Herbal Liqueur,33.4
2024-06-28,Poolside Bar,Chartreuse Herbal Liqueur,30.0
2024-01-01,Poolside Bar,Grey Goose Vodka,1264.5
2024-01-02,Poolside Bar,Grey Goose Vodka,1327.9
2024-01-03,Poolside Bar,Grey Goose Vodka,694.4
2024-01-04,Poolside Bar,Grey Goose Vodka,724.7
2024-01-05,Poolside Bar,Grey Goose Vodka,2304.4
2024-01-06,Poolside Bar,Grey Goose Vodka,2088.5
2024-01-07,Poolside Bar,Grey Goose Vodka,852.6
2024-01-08,Poolside Bar,Grey Goose Vodka,802.6
2024-01-09,Poolside Bar,Grey Goose Vodka,976.2
2024-01-10,Poolside Bar,Grey Goose Vodka,777.3
2024-01-11,Poolside Bar,Grey Goose Vodka,788.9
2024-01-12,Poolside Bar,Grey Goose Vodka,1210.1
2024-01-13,Poolside Bar,Grey Goose Vodka,2222.8
2024-01-14,Poolside Bar,Grey Goose Vodka,1046.7
2024-01-15,Poolside Bar,Grey Goose Vodka,1093.2
2024-01-16,Poolside Bar,Grey Goose Vodka,789.2
2024-01-17,Poolside Bar,Grey Goose Vodka,968.7
2024-01-18,Poolside Bar,Grey Goose Vodka,853.6
2024-01-19,Poolside Bar,Grey Goose Vodka,2213.7
2024-01-20,Poolside Bar,Grey Goose Vodka,2079.2
2024-01-21,Poolside Bar,Grey Goose Vodka,835.7
2024-01-22,Poolside Bar,Grey Goose Vodka,1201.9
2024-01-23,Poolside Bar,Grey Goose Vodka,931.2
2024-01-24,Poolside Bar,Grey Goose Vodka,813.1
2024-01-25,Poolside Bar,Grey Goose Vodka,652.8
2024-01-26,Poolside Bar,Grey Goose Vodka,2365.6
2024-01-27,Poolside Bar,Grey Goose Vodka,1821.1
2024-01-28,Poolside Bar,Grey Goose Vodka,1544.6
2024-01-29,Poolside Bar,Grey Goose Vodka,840.6
2024-01-30,Poolside Bar,Grey Goose Vodka,999.1
2024-01-31,Poolside Bar,Grey Goose Vodka,978.2
2024-02-01,Poolside Bar,Grey Goose Vodka,1038.7
2024-02-02,Poolside Bar,Grey Goose Vodka,2529.1
2024-02-03,Poolside Bar,Grey Goose Vodka,2599.1
2024-02-04,Poolside Bar,Grey Goose Vodka,983.9
2024-02-05,Poolside Bar,Grey Goose Vodka,791.6
2024-02-06,Poolside Bar,Grey Goose Vodka,1112.3
2024-02-07,Poolside Bar,Grey Goose Vodka,1005.0
2024-02-08,Poolside Bar,Grey Goose Vodka,1145.4
2024-02-09,Poolside Bar,Grey Goose Vodka,1936.1
2024-02-10,Poolside Bar,Grey Goose Vodka,2472.2
2024-02-11,Poolside Bar,Grey Goose Vodka,698.7
2024-02-12,Poolside Bar,Grey Goose Vodka,680.9
2024-02-13,Poolside Bar,Grey Goose Vodka,720.9
2024-02-14,Poolside Bar,Grey Goose Vodka,779.9
2024-02-15,Poolside Bar,Grey Goose Vodka,832.0
2024-02-16,Poolside Bar,Grey Goose Vodka,1993.3
2024-02-17,Poolside Bar,Grey Goose Vodka,2079.6
2024-02-18,Poolside Bar,Grey Goose Vodka,1315.4
2024-02-19,Poolside Bar,Grey Goose Vodka,1001.2
2024-02-20,Poolside Bar,Grey Goose Vodka,1317.8
2024-02-21,Poolside Bar,Grey Goose Vodka,969.8
2024-02-22,Poolside Bar,Grey Goose Vodka,1259.6
2024-02-23,Poolside Bar,Grey Goose Vodka,1736.1
2024-02-24,Poolside Bar,Grey Goose Vodka,1930.7
2024-02-25,Poolside Bar,Grey Goose Vodka,817.1
2024-02-26,Poolside Bar,Grey Goose Vodka,425.2
2024-02-27,Poolside Bar,Grey Goose Vodka,527.0
2024-02-28,Poolside Bar,Grey Goose Vodka,736.9
2024-02-29,Poolside Bar,Grey Goose Vodka,503.0
2024-03-01,Poolside Bar,Grey Goose Vodka,2015.3
2024-03-02,Poolside Bar,Grey Goose Vodka,1983.6
2024-03-03,Poolside Bar,Grey Goose Vodka,1070.5
2024-03-04,Poolside Bar,Grey Goose Vodka,973.7
2024-03-05,Poolside Bar,Grey Goose Vodka,1305.8
2024-03-06,Poolside Bar,Grey Goose Vodka,1031.7
2024-03-07,Poolside Bar,Grey Goose Vodka,477.3
2024-03-08,Poolside Bar,Grey Goose Vodka,1911.7
2024-03-09,Poolside Bar,Grey Goose Vodka,2426.0
2024-03-10,Poolside Bar,Grey Goose Vodka,1087.7
2024-03-11,Poolside Bar,Grey Goose Vodka,107.5
2024-03-12,Poolside Bar,Grey Goose Vodka,833.9
2024-03-13,Poolside Bar,Grey Goose Vodka,748.3
2024-03-14,Poolside Bar,Grey Goose Vodka,586.2
2024-03-15,Poolside Bar,Grey Goose Vodka,2355.4
2024-03-16,Poolside Bar,Grey Goose Vodka,2454.2
2024-03-17,Poolside Bar,Grey Goose Vodka,1409.8
2024-03-18,Poolside Bar,Grey Goose Vodka,1623.4
2024-03-19,Poolside Bar,Grey Goose Vodka,1350.7
2024-03-20,Poolside Bar,Grey Goose Vodka,949.8
2024-03-21,Poolside Bar,Grey Goose Vodka,473.4
2024-03-22,Poolside Bar,Grey Goose Vodka,1903.8
2024-03-23,Poolside Bar,Grey Goose Vodka,2256.0
2024-03-24,Poolside Bar,Grey Goose Vodka,1018.5
2024-03-25,Poolside Bar,Grey Goose Vodka,1191.5
2024-03-26,Poolside Bar,Grey Goose Vodka,1045.7
2024-03-27,Poolside Bar,Grey Goose Vodka,895.3
2024-03-28,Poolside Bar,Grey Goose Vodka,747.3
2024-03-29,Poolside Bar,Grey Goose Vodka,2297.8
2024-03-30,Poolside Bar,Grey Goose Vodka,2269.4
2024-03-31,Poolside Bar,Grey Goose Vodka,617.4
2024-04-01,Poolside Bar,Grey Goose Vodka,1297.4
2024-04-02,Poolside Bar,Grey Goose Vodka,1000.8
2024-04-03,Poolside Bar,Grey Goose Vodka,1064.8
2024-04-04,Poolside Bar,Grey Goose Vodka,1212.3
2024-04-05,Poolside Bar,Grey Goose Vodka,2023.5
2024-04-06,Poolside Bar,Grey Goose Vodka,2200.0
2024-04-07,Poolside Bar,Grey Goose Vodka,593.8
2024-04-08,Poolside Bar,Grey Goose Vodka,863.4
2024-04-09,Poolside Bar,Grey Goose Vodka,1533.8
2024-04-10,Poolside Bar,Grey Goose Vodka,714.3
2024-04-11,Poolside Bar,Grey Goose Vodka,743.8
2024-04-12,Poolside Bar,Grey Goose Vodka,2578.4
2024-04-13,Poolside Bar,Grey Goose Vodka,2335.3
2024-04-14,Poolside Bar,Grey Goose Vodka,1378.9
2024-04-15,Poolside Bar,Grey Goose Vodka,1418.7
2024-04-16,Poolside Bar,Grey Goose Vodka,1127.1
2024-04-17,Poolside Bar,Grey Goose Vodka,981.7
2024-04-18,Poolside Bar,Grey Goose Vodka,656.1
2024-04-19,Poolside Bar,Grey Goose Vodka,2020.6
2024-04-20,Poolside Bar,Grey Goose Vodka,1784.1
2024-04-21,Poolside Bar,Grey Goose Vodka,890.2
2024-04-22,Poolside Bar,Grey Goose Vodka,991.5
2024-04-23,Poolside Bar,Grey Goose Vodka,1016.3
2024-04-24,Poolside Bar,Grey Goose Vodka,479.7
2024-04-25,Poolside Bar,Grey Goose Vodka,1177.3
2024-04-26,Poolside Bar,Grey Goose Vodka,1976.5
2024-04-27,Poolside Bar,Grey Goose Vodka,2255.0
2024-04-28,Poolside Bar,Grey Goose Vodka,514.6
2024-04-29,Poolside Bar,Grey Goose Vodka,889.4
2024-04-30,Poolside Bar,Grey Goose Vodka,853.7
2024-05-01,Poolside Bar,Grey Goose Vodka,689.3
2024-05-02,Poolside Bar,Grey Goose Vodka,1290.8
2024-05-03,Poolside Bar,Grey Goose Vodka,2207.2
2024-05-04,Poolside Bar,Grey Goose Vodka,2029.6
2024-05-05,Poolside Bar,Grey Goose Vodka,1320.9
2024-05-06,Poolside Bar,Grey Goose Vodka,649.0
2024-05-07,Poolside Bar,Grey Goose Vodka,1238.3
2024-05-08,Poolside Bar,Grey Goose Vodka,1230.8
2024-05-09,Poolside Bar,Grey Goose Vodka,1199.0
2024-05-10,Poolside Bar,Grey Goose Vodka,1643.1
2024-05-11,Poolside Bar,Grey Goose Vodka,1850.4
2024-05-12,Poolside Bar,Grey Goose Vodka,1091.6
2024-05-13,Poolside Bar,Grey Goose Vodka,998.3
2024-05-14,Poolside Bar,Grey Goose Vodka,168.4
2024-05-15,Poolside Bar,Grey Goose Vodka,815.5
2024-05-16,Poolside Bar,Grey Goose Vodka,1554.9
2024-05-17,Poolside Bar,Grey Goose Vodka,2595.2
2024-05-18,Poolside Bar,Grey Goose Vodka,2146.1
2024-05-19,Poolside Bar,Grey Goose Vodka,1017.5
2024-05-20,Poolside Bar,Grey Goose Vodka,742.8
2024-05-21,Poolside Bar,Grey Goose Vodka,1020.8
2024-05-22,Poolside Bar,Grey Goose Vodka,829.9
2024-05-23,Poolside Bar,Grey Goose Vodka,762.4
2024-05-24,Poolside Bar,Grey Goose Vodka,1884.9
2024-05-25,Poolside Bar,Grey Goose Vodka,2396.5
2024-05-26,Poolside Bar,Grey Goose Vodka,847.1
2024-05-27,Poolside Bar,Grey Goose Vodka,769.8
2024-05-28,Poolside Bar,Grey Goose Vodka,697.4
2024-05-29,Poolside Bar,Grey Goose Vodka,596.8
2024-05-30,Poolside Bar,Grey Goose Vodka,341.5
2024-05-31,Poolside Bar,Grey Goose Vodka,2408.3
2024-06-01,Poolside Bar,Grey Goose Vodka,2243.7
2024-06-02,Poolside Bar,Grey Goose Vodka,1055.8
2024-06-03,Poolside Bar,Grey Goose Vodka,1496.8
2024-06-04,Poolside Bar,Grey Goose Vodka,1327.9
2024-06-05,Poolside Bar,Grey Goose Vodka,955.7
2024-06-06,Poolside Bar,Grey Goose Vodka,1333.2
2024-06-07,Poolside Bar,Grey Goose Vodka,1853.5
2024-06-08,Poolside Bar,Grey Goose Vodka,1633.5
2024-06-09,Poolside Bar,Grey Goose Vodka,681.9
2024-06-10,Poolside Bar,Grey Goose Vodka,119.6
2024-06-11,Poolside Bar,Grey Goose Vodka,1160.6
2024-06-12,Poolside Bar,Grey Goose Vodka,1223.6
2024-06-13,Poolside Bar,Grey Goose Vodka,1247.7
2024-06-14,Poolside Bar,Grey Goose Vodka,2124.2
2024-06-15,Poolside Bar,Grey Goose Vodka,2361.2
2024-06-16,Poolside Bar,Grey Goose Vodka,787.2
2024-06-17,Poolside Bar,Grey Goose Vodka,832.6
2024-06-18,Poolside Bar,Grey Goose Vodka,1089.3
2024-06-19,Poolside Bar,Grey Goose Vodka,1179.5
2024-06-20,Poolside Bar,Grey Goose Vodka,894.5
2024-06-21,Poolside Bar,Grey Goose Vodka,1613.3
2024-06-22,Poolside Bar,Grey Goose Vodka,1695.9
2024-06-23,Poolside Bar,Grey Goose Vodka,846.2
2024-06-24,Poolside Bar,Grey Goose Vodka,708.7
2024-06-25,Poolside Bar,Grey Goose Vodka,781.5
2024-06-26,Poolside Bar,Grey Goose Vodka,1025.9
2024-06-27,Poolside Bar,Grey Goose Vodka,0.0
2024-06-28,Poolside Bar,Grey Goose Vodka,2418.2
2024-01-01,Poolside Bar,Hendrick's Gin,637.2
2024-01-02,Poolside Bar,Hendrick's Gin,472.6
2024-01-03,Poolside Bar,Hendrick's Gin,360.1
2024-01-04,Poolside Bar,Hendrick's Gin,585.4
2024-01-05,Poolside Bar,Hendrick's Gin,1461.0
2024-01-06,Poolside Bar,Hendrick's Gin,1400.2
2024-01-07,Poolside Bar,Hendrick's Gin,1006.5
2024-01-08,Poolside Bar,Hendrick's Gin,512.7
2024-01-09,Poolside Bar,Hendrick's Gin,795.4
2024-01-10,Poolside Bar,Hendrick's Gin,733.0
2024-01-11,Poolside Bar,Hendrick's Gin,274.6
2024-01-12,Poolside Bar,Hendrick's Gin,1200.8
2024-01-13,Poolside Bar,Hendrick's Gin,1532.4
2024-01-14,Poolside Bar,Hendrick's Gin,574.1
2024-01-15,Poolside Bar,Hendrick's Gin,730.2
2024-01-16,Poolside Bar,Hendrick's Gin,604.8
2024-01-17,Poolside Bar,Hendrick's Gin,955.0
2024-01-18,Poolside Bar,Hendrick's Gin,815.2
2024-01-19,Poolside Bar,Hendrick's Gin,1405.7
2024-01-20,Poolside Bar,Hendrick's Gin,942.0
2024-01-21,Poolside Bar,Hendrick's Gin,504.3
2024-01-22,Poolside Bar,Hendrick's Gin,0.0
2024-01-23,Poolside Bar,Hendrick's Gin,699.4
2024-01-24,Poolside Bar,Hendrick's Gin,721.7
2024-01-25,Poolside Bar,Hendrick's Gin,823.3
2024-01-26,Poolside Bar,Hendrick's Gin,1763.5
2024-01-27,Poolside Bar,Hendrick's Gin,1463.5
2024-01-28,Poolside Bar,Hendrick's Gin,487.4
2024-01-29,Poolside Bar,Hendrick's Gin,541.0
2024-01-30,Poolside Bar,Hendrick's Gin,677.2
2024-01-31,Poolside Bar,Hendrick's Gin,855.9
2024-02-01,Poolside Bar,Hendrick's Gin,216.9
2024-02-02,Poolside Bar,Hendrick's Gin,1538.4
2024-02-03,Poolside Bar,Hendrick's Gin,1013.6
2024-02-04,Poolside Bar,Hendrick's Gin,833.4
2024-02-05,Poolside Bar,Hendrick's Gin,553.5
2024-02-06,Poolside Bar,Hendrick's Gin,1077.1
2024-02-07,Poolside Bar,Hendrick's Gin,338.8
2024-02-08,Poolside Bar,Hendrick's Gin,877.8
2024-02-09,Poolside Bar,Hendrick's Gin,1471.1
2024-02-10,Poolside Bar,Hendrick's Gin,1271.9
2024-02-11,Poolside Bar,Hendrick's Gin,400.3
2024-02-12,Poolside Bar,Hendrick's Gin,698.9
2024-02-13,Poolside Bar,Hendrick's Gin,420.8
2024-02-14,Poolside Bar,Hendrick's Gin,262.0
2024-02-15,Poolside Bar,Hendrick's Gin,736.0
2024-02-16,Poolside Bar,Hendrick's Gin,1522.9
2024-02-17,Poolside Bar,Hendrick's Gin,1461.6
2024-02-18,Poolside Bar,Hendrick's Gin,639.7
2024-02-19,Poolside Bar,Hendrick's Gin,344.7
2024-02-20,Poolside Bar,Hendrick's Gin,851.6
2024-02-21,Poolside Bar,Hendrick's Gin,415.2
2024-02-22,Poolside Bar,Hendrick's Gin,715.6
2024-02-23,Poolside Bar,Hendrick's Gin,1171.1
2024-02-24,Poolside Bar,Hendrick's Gin,1571.1
2024-02-25,Poolside Bar,Hendrick's Gin,628.3
2024-02-26,Poolside Bar,Hendrick's Gin,619.4
2024-02-27,Poolside Bar,Hendrick's Gin,762.7
2024-02-28,Poolside Bar,Hendrick's Gin,262.6
2024-02-29,Poolside Bar,Hendrick's Gin,602.6
2024-03-01,Poolside Bar,Hendrick's Gin,1550.5
2024-03-02,Poolside Bar,Hendrick's Gin,1510.3
2024-03-03,Poolside Bar,Hendrick's Gin,799.6
2024-03-04,Poolside Bar,Hendrick's Gin,666.2
2024-03-05,Poolside Bar,Hendrick's Gin,468.7
2024-03-06,Poolside Bar,Hendrick's Gin,697.2
2024-03-07,Poolside Bar,Hendrick's Gin,677.7
2024-03-08,Poolside Bar,Hendrick's Gin,1506.8
2024-03-09,Poolside Bar,Hendrick's Gin,903.2
2024-03-10,Poolside Bar,Hendrick's Gin,608.0
2024-03-11,Poolside Bar,Hendrick's Gin,591.3
2024-03-12,Poolside Bar,Hendrick's Gin,422.3
2024-03-13,Poolside Bar,Hendrick's Gin,473.6
2024-03-14,Poolside Bar,Hendrick's Gin,564.4
2024-03-15,Poolside Bar,Hendrick's Gin,1003.8
2024-03-16,Poolside Bar,Hendrick's Gin,1341.1
2024-03-17,Poolside Bar,Hendrick's Gin,692.0
2024-03-18,Poolside Bar,Hendrick's Gin,654.8
2024-03-19,Poolside Bar,Hendrick's Gin,659.3
2024-03-20,Poolside Bar,Hendrick's Gin,762.4
2024-03-21,Poolside Bar,Hendrick's Gin,556.3
2024-03-22,Poolside Bar,Hendrick's Gin,1066.0
2024-03-23,Poolside Bar,Hendrick's Gin,1320.3
2024-03-24,Poolside Bar,Hendrick's Gin,815.5
2024-03-25,Poolside Bar,Hendrick's Gin,710.3
2024-03-26,Poolside Bar,Hendrick's Gin,899.2
2024-03-27,Poolside Bar,Hendrick's Gin,721.0
2024-03-28,Poolside Bar,Hendrick's Gin,594.3
2024-03-29,Poolside Bar,Hendrick's Gin,1343.8
2024-03-30,Poolside Bar,Hendrick's Gin,1302.5
2024-03-31,Poolside Bar,Hendrick's Gin,660.0
2024-04-01,Poolside Bar,Hendrick's Gin,356.8
2024-04-02,Poolside Bar,Hendrick's Gin,365.7
2024-04-03,Poolside Bar,Hendrick's Gin,739.0
2024-04-04,Poolside Bar,Hendrick's Gin,317.2
2024-04-05,Poolside Bar,Hendrick's Gin,1282.4
2024-04-06,Poolside Bar,Hendrick's Gin,1732.8
2024-04-07,Poolside Bar,Hendrick's Gin,686.8
2024-04-08,Poolside Bar,Hendrick's Gin,873.0
2024-04-09,Poolside Bar,Hendrick's Gin,1050.4
2024-04-10,Poolside Bar,Hendrick's Gin,298.8
2024-04-11,Poolside Bar,Hendrick's Gin,803.4
2024-04-12,Poolside Bar,Hendrick's Gin,1140.6
2024-04-13,Poolside Bar,Hendrick's Gin,1489.0
2024-04-14,Poolside Bar,Hendrick's Gin,478.3
2024-04-15,Poolside Bar,Hendrick's Gin,591.9
2024-04-16,Poolside Bar,Hendrick's Gin,470.3
2024-04-17,Poolside Bar,Hendrick's Gin,768.9
2024-04-18,Poolside Bar,Hendrick's Gin,525.9
2024-04-19,Poolside Bar,Hendrick's Gin,1115.1
2024-04-20,Poolside Bar,Hendrick's Gin,1250.2
2024-04-21,Poolside Bar,Hendrick's Gin,540.9
2024-04-22,Poolside Bar,Hendrick's Gin,829.9
2024-04-23,Poolside Bar,Hendrick's Gin,496.7
2024-04-24,Poolside Bar,Hendrick's Gin,388.7
2024-04-25,Poolside Bar,Hendrick's Gin,507.9
2024-04-26,Poolside Bar,Hendrick's Gin,1288.3
2024-04-27,Poolside Bar,Hendrick's Gin,1380.8
2024-04-28,Poolside Bar,Hendrick's Gin,987.9
2024-04-29,Poolside Bar,Hendrick's Gin,398.2
2024-04-30,Poolside Bar,Hendrick's Gin,526.8
2024-05-01,Poolside Bar,Hendrick's Gin,735.6
2024-05-02,Poolside Bar,Hendrick's Gin,524.6
2024-05-03,Poolside Bar,Hendrick's Gin,1315.2
2024-05-04,Poolside Bar,Hendrick's Gin,1560.6
2024-05-05,Poolside Bar,Hendrick's Gin,723.4
2024-05-06,Poolside Bar,Hendrick's Gin,443.1
2024-05-07,Poolside Bar,Hendrick's Gin,617.4
2024-05-08,Poolside Bar,Hendrick's Gin,528.9
2024-05-09,Poolside Bar,Hendrick's Gin,952.6
2024-05-10,Poolside Bar,Hendrick's Gin,1339.1
2024-05-11,Poolside Bar,Hendrick's Gin,1302.2
2024-05-12,Poolside Bar,Hendrick's Gin,395.8
2024-05-13,Poolside Bar,Hendrick's Gin,920.5
2024-05-14,Poolside Bar,Hendrick's Gin,409.3
2024-05-15,Poolside Bar,Hendrick's Gin,513.1
2024-05-16,Poolside Bar,Hendrick's Gin,865.8
2024-05-17,Poolside Bar,Hendrick's Gin,995.0
2024-05-18,Poolside Bar,Hendrick's Gin,1132.9
2024-05-19,Poolside Bar,Hendrick's Gin,463.6
2024-05-20,Poolside Bar,Hendrick's Gin,351.5
2024-05-21,Poolside Bar,Hendrick's Gin,767.7
2024-05-22,Poolside Bar,Hendrick's Gin,979.5
2024-05-23,Poolside Bar,Hendrick's Gin,503.2
2024-05-24,Poolside Bar,Hendrick's Gin,1342.2
2024-05-25,Poolside Bar,Hendrick's Gin,1360.3
2024-05-26,Poolside Bar,Hendrick's Gin,875.8
2024-05-27,Poolside Bar,Hendrick's Gin,745.4
2024-05-28,Poolside Bar,Hendrick's Gin,641.5
2024-05-29,Poolside Bar,Hendrick's Gin,621.2
2024-05-30,Poolside Bar,Hendrick's Gin,872.6
2024-05-31,Poolside Bar,Hendrick's Gin,1529.6
2024-06-01,Poolside Bar,Hendrick's Gin,1385.7
2024-06-02,Poolside Bar,Hendrick's Gin,506.6
2024-06-03,Poolside Bar,Hendrick's Gin,818.6
2024-06-04,Poolside Bar,Hendrick's Gin,431.1
2024-06-05,Poolside Bar,Hendrick's Gin,172.6
2024-06-06,Poolside Bar,Hendrick's Gin,188.8
2024-06-07,Poolside Bar,Hendrick's Gin,1430.2
2024-06-08,Poolside Bar,Hendrick's Gin,1249.4
2024-06-09,Poolside Bar,Hendrick's Gin,271.4
2024-06-10,Poolside Bar,Hendrick's Gin,601.0
2024-06-11,Poolside Bar,Hendrick's Gin,494.8
2024-06-12,Poolside Bar,Hendrick's Gin,552.7
2024-06-13,Poolside Bar,Hendrick's Gin,849.6
2024-06-14,Poolside Bar,Hendrick's Gin,1435.6
2024-06-15,Poolside Bar,Hendrick's Gin,1746.6
2024-06-16,Poolside Bar,Hendrick's Gin,757.4
2024-06-17,Poolside Bar,Hendrick's Gin,680.4
2024-06-18,Poolside Bar,Hendrick's Gin,776.0
2024-06-19,Poolside Bar,Hendrick's Gin,361.0
2024-06-20,Poolside Bar,Hendrick's Gin,735.3
2024-06-21,Poolside Bar,Hendrick's Gin,1336.9
2024-06-22,Poolside Bar,Hendrick's Gin,1287.3
2024-06-23,Poolside Bar,Hendrick's Gin,878.1
2024-06-24,Poolside Bar,Hendrick's Gin,309.6
2024-06-25,Poolside Bar,Hendrick's Gin,993.2
2024-06-26,Poolside Bar,Hendrick's Gin,649.8
2024-06-27,Poolside Bar,Hendrick's Gin,601.4
2024-06-28,Poolside Bar,Hendrick's Gin,1445.9
2024-01-01,Poolside Bar,Jack Daniel's Bourbon,1452.9
2024-01-02,Poolside Bar,Jack Daniel's Bourbon,879.3
2024-01-03,Poolside Bar,Jack Daniel's Bourbon,503.7
2024-01-04,Poolside Bar,Jack Daniel's Bourbon,919.5
2024-01-05,Poolside Bar,Jack Daniel's Bourbon,1302.9
2024-01-06,Poolside Bar,Jack Daniel's Bourbon,1444.8
2024-01-07,Poolside Bar,Jack Daniel's Bourbon,508.9
2024-01-08,Poolside Bar,Jack Daniel's Bourbon,1026.5
2024-01-09,Poolside Bar,Jack Daniel's Bourbon,550.4
2024-01-10,Poolside Bar,Jack Daniel's Bourbon,417.7
2024-01-11,Poolside Bar,Jack Daniel's Bourbon,637.3
2024-01-12,Poolside Bar,Jack Daniel's Bourbon,1860.5
2024-01-13,Poolside Bar,Jack Daniel's Bourbon,1041.6
2024-01-14,Poolside Bar,Jack Daniel's Bourbon,916.6
2024-01-15,Poolside Bar,Jack Daniel's Bourbon,553.0
2024-01-16,Poolside Bar,Jack Daniel's Bourbon,760.0
2024-01-17,Poolside Bar,Jack Daniel's Bourbon,1011.3
2024-01-18,Poolside Bar,Jack Daniel's Bourbon,676.8
2024-01-19,Poolside Bar,Jack Daniel's Bourbon,1516.4
2024-01-20,Poolside Bar,Jack Daniel's Bourbon,1922.7
2024-01-21,Poolside Bar,Jack Daniel's Bourbon,689.1
2024-01-22,Poolside Bar,Jack Daniel's Bourbon,707.6
2024-01-23,Poolside Bar,Jack Daniel's Bourbon,716.1
2024-01-24,Poolside Bar,Jack Daniel's Bourbon,898.5
2024-01-25,Poolside Bar,Jack Daniel's Bourbon,1086.1
2024-01-26,Poolside Bar,Jack Daniel's Bourbon,1619.7
2024-01-27,Poolside Bar,Jack Daniel's Bourbon,1710.6
2024-01-28,Poolside Bar,Jack Daniel's Bourbon,716.2
2024-01-29,Poolside Bar,Jack Daniel's Bourbon,882.4
2024-01-30,Poolside Bar,Jack Daniel's Bourbon,557.1
2024-01-31,Poolside Bar,Jack Daniel's Bourbon,578.2
2024-02-01,Poolside Bar,Jack Daniel's Bourbon,957.8
2024-02-02,Poolside Bar,Jack Daniel's Bourbon,1804.3
2024-02-03,Poolside Bar,Jack Daniel's Bourbon,1360.0
2024-02-04,Poolside Bar,Jack Daniel's Bourbon,1024.0
2024-02-05,Poolside Bar,Jack Daniel's Bourbon,557.8
2024-02-06,Poolside Bar,Jack Daniel's Bourbon,713.9
2024-02-07,Poolside Bar,Jack Daniel's Bourbon,821.4
2024-02-08,Poolside Bar,Jack Daniel's Bourbon,603.8
2024-02-09,Poolside Bar,Jack Daniel's Bourbon,2127.1
2024-02-10,Poolside Bar,Jack Daniel's Bourbon,1636.5
2024-02-11,Poolside Bar,Jack Daniel's Bourbon,618.6
2024-02-12,Poolside Bar,Jack Daniel's Bourbon,894.3
2024-02-13,Poolside Bar,Jack Daniel's Bourbon,923.5
2024-02-14,Poolside Bar,Jack Daniel's Bourbon,1071.8
2024-02-15,Poolside Bar,Jack Daniel's Bourbon,772.1
2024-02-16,Poolside Bar,Jack Daniel's Bourbon,1548.1
2024-02-17,Poolside Bar,Jack Daniel's Bourbon,1814.4
